Mod:Item:MetaData, Localized Name
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Ancient Metal Axe Head
tconstruct:axe_head:0, Tar Axe Head
tconstruct:axe_head:0, Boron Axe Head
tconstruct:axe_head:0, Tough Alloy Axe Head
tconstruct:axe_head:0, Hard Carbon Axe Head
tconstruct:axe_head:0, Boron Nitride Axe Head
tconstruct:axe_head:0, Thorium Axe Head
tconstruct:axe_head:0, Uranium Axe Head
tconstruct:axe_head:0, Magnesium Axe Head
tconstruct:axe_head:0, Chocolate Axe Head
tconstruct:axe_head:0, Alumite Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, Sapphire Axe Head
tconstruct:axe_head:0, Ruby Axe Head
tconstruct:axe_head:0, Peridot Axe Head
tconstruct:axe_head:0, Malachite Axe Head
tconstruct:axe_head:0, Amber Axe Head
tconstruct:axe_head:0, Topaz Axe Head
tconstruct:axe_head:0, Tanzanite Axe Head
tconstruct:axe_head:0, Amethyst Axe Head
tconstruct:axe_head:0, Psimetal Axe Head
tconstruct:axe_head:0, Psigem Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Aluminium Axe Head
tconstruct:axe_head:0, Chrome Axe Head
tconstruct:axe_head:0, Manganese Axe Head
tconstruct:axe_head:0, Molybdenum Axe Head
tconstruct:axe_head:0, Neodymium Axe Head
tconstruct:axe_head:0, Darmstadtium Axe Head
tconstruct:axe_head:0, Osmium Axe Head
tconstruct:axe_head:0, Palladium Axe Head
tconstruct:axe_head:0, Titanium Axe Head
tconstruct:axe_head:0, Tungsten Axe Head
tconstruct:axe_head:0, Uranium-235 Axe Head
tconstruct:axe_head:0, Brass Axe Head
tconstruct:axe_head:0, Magnalium Axe Head
tconstruct:axe_head:0, Stainless Steel Axe Head
tconstruct:axe_head:0, Ultimet Axe Head
tconstruct:axe_head:0, Wrought Iron Axe Head
tconstruct:axe_head:0, Osmiridium Axe Head
tconstruct:axe_head:0, Sterling Siver Axe Head
tconstruct:axe_head:0, Rose Gold Axe Head
tconstruct:axe_head:0, Black Bronze Axe Head
tconstruct:axe_head:0, Bismuth Bronze Axe Head
tconstruct:axe_head:0, Black Steel Axe Head
tconstruct:axe_head:0, Red Steel Axe Head
tconstruct:axe_head:0, Blue Steel Axe Head
tconstruct:axe_head:0, Damascus Steel Axe Head
tconstruct:axe_head:0, Tungstensteel Axe Head
tconstruct:axe_head:0, Cobalt Brass Axe Head
tconstruct:axe_head:0, Tungsten Carbide Axe Head
tconstruct:axe_head:0, Vanadiumsteel Axe Head
tconstruct:axe_head:0, HSS-G Axe Head
tconstruct:axe_head:0, HSS-E Axe Head
tconstruct:axe_head:0, HSS-S Axe Head
tconstruct:axe_head:0, Naquadah Axe Head
tconstruct:axe_head:0, Naquadah Alloy Axe Head
tconstruct:axe_head:0, Enriched Naquadah Axe Head
tconstruct:axe_head:0, Tritanium Axe Head
tconstruct:axe_head:0, Duranium Axe Head
tconstruct:axe_head:0, Neutronium Axe Head
tconstruct:axe_head:0, Blue Topaz Axe Head
tconstruct:axe_head:0, Diamond Axe Head
tconstruct:axe_head:0, Emerald Axe Head
tconstruct:axe_head:0, Green Sapphire Axe Head
tconstruct:axe_head:0, Olivine Axe Head
tconstruct:axe_head:0, Opal Axe Head
tconstruct:axe_head:0, Red Garnet Axe Head
tconstruct:axe_head:0, Yellow Garnet Axe Head
tconstruct:axe_head:0, Vinteum Axe Head
tconstruct:axe_head:0, Bloodwood Axe Head
tconstruct:axe_head:0, Fusewood Axe Head
tconstruct:axe_head:0, Ghostwood Axe Head
tconstruct:axe_head:0, Darkwood Axe Head
tconstruct:axe_head:0, Emerald Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Ancient Metal Broad Axe Head
tconstruct:broad_axe_head:0, Tar Broad Axe Head
tconstruct:broad_axe_head:0, Boron Broad Axe Head
tconstruct:broad_axe_head:0, Tough Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Hard Carbon Broad Axe Head
tconstruct:broad_axe_head:0, Boron Nitride Broad Axe Head
tconstruct:broad_axe_head:0, Thorium Broad Axe Head
tconstruct:broad_axe_head:0, Uranium Broad Axe Head
tconstruct:broad_axe_head:0, Magnesium Broad Axe Head
tconstruct:broad_axe_head:0, Chocolate Broad Axe Head
tconstruct:broad_axe_head:0, Alumite Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Malachite Broad Axe Head
tconstruct:broad_axe_head:0, Amber Broad Axe Head
tconstruct:broad_axe_head:0, Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Tanzanite Broad Axe Head
tconstruct:broad_axe_head:0, Amethyst Broad Axe Head
tconstruct:broad_axe_head:0, Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Psigem Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Aluminium Broad Axe Head
tconstruct:broad_axe_head:0, Chrome Broad Axe Head
tconstruct:broad_axe_head:0, Manganese Broad Axe Head
tconstruct:broad_axe_head:0, Molybdenum Broad Axe Head
tconstruct:broad_axe_head:0, Neodymium Broad Axe Head
tconstruct:broad_axe_head:0, Darmstadtium Broad Axe Head
tconstruct:broad_axe_head:0, Osmium Broad Axe Head
tconstruct:broad_axe_head:0, Palladium Broad Axe Head
tconstruct:broad_axe_head:0, Titanium Broad Axe Head
tconstruct:broad_axe_head:0, Tungsten Broad Axe Head
tconstruct:broad_axe_head:0, Uranium-235 Broad Axe Head
tconstruct:broad_axe_head:0, Brass Broad Axe Head
tconstruct:broad_axe_head:0, Magnalium Broad Axe Head
tconstruct:broad_axe_head:0, Stainless Steel Broad Axe Head
tconstruct:broad_axe_head:0, Ultimet Broad Axe Head
tconstruct:broad_axe_head:0, Wrought Iron Broad Axe Head
tconstruct:broad_axe_head:0, Osmiridium Broad Axe Head
tconstruct:broad_axe_head:0, Sterling Siver Broad Axe Head
tconstruct:broad_axe_head:0, Rose Gold Broad Axe Head
tconstruct:broad_axe_head:0, Black Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Bismuth Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Black Steel Broad Axe Head
tconstruct:broad_axe_head:0, Red Steel Broad Axe Head
tconstruct:broad_axe_head:0, Blue Steel Broad Axe Head
tconstruct:broad_axe_head:0, Damascus Steel Broad Axe Head
tconstruct:broad_axe_head:0, Tungstensteel Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Brass Broad Axe Head
tconstruct:broad_axe_head:0, Tungsten Carbide Broad Axe Head
tconstruct:broad_axe_head:0, Vanadiumsteel Broad Axe Head
tconstruct:broad_axe_head:0, HSS-G Broad Axe Head
tconstruct:broad_axe_head:0, HSS-E Broad Axe Head
tconstruct:broad_axe_head:0, HSS-S Broad Axe Head
tconstruct:broad_axe_head:0, Naquadah Broad Axe Head
tconstruct:broad_axe_head:0, Naquadah Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Enriched Naquadah Broad Axe Head
tconstruct:broad_axe_head:0, Tritanium Broad Axe Head
tconstruct:broad_axe_head:0, Duranium Broad Axe Head
tconstruct:broad_axe_head:0, Neutronium Broad Axe Head
tconstruct:broad_axe_head:0, Blue Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Diamond Broad Axe Head
tconstruct:broad_axe_head:0, Emerald Broad Axe Head
tconstruct:broad_axe_head:0, Green Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Olivine Broad Axe Head
tconstruct:broad_axe_head:0, Opal Broad Axe Head
tconstruct:broad_axe_head:0, Red Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Yellow Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Vinteum Broad Axe Head
tconstruct:broad_axe_head:0, Bloodwood Broad Axe Head
tconstruct:broad_axe_head:0, Fusewood Broad Axe Head
tconstruct:broad_axe_head:0, Ghostwood Broad Axe Head
tconstruct:broad_axe_head:0, Darkwood Broad Axe Head
tconstruct:broad_axe_head:0, Emerald Broad Axe Head
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Ancient Metal Sword Blade
tconstruct:sword_blade:0, Tar Sword Blade
tconstruct:sword_blade:0, Boron Sword Blade
tconstruct:sword_blade:0, Tough Alloy Sword Blade
tconstruct:sword_blade:0, Hard Carbon Sword Blade
tconstruct:sword_blade:0, Boron Nitride Sword Blade
tconstruct:sword_blade:0, Thorium Sword Blade
tconstruct:sword_blade:0, Uranium Sword Blade
tconstruct:sword_blade:0, Magnesium Sword Blade
tconstruct:sword_blade:0, Chocolate Sword Blade
tconstruct:sword_blade:0, Alumite Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Malachite Sword Blade
tconstruct:sword_blade:0, Amber Sword Blade
tconstruct:sword_blade:0, Topaz Sword Blade
tconstruct:sword_blade:0, Tanzanite Sword Blade
tconstruct:sword_blade:0, Amethyst Sword Blade
tconstruct:sword_blade:0, Psimetal Sword Blade
tconstruct:sword_blade:0, Psigem Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Aluminium Sword Blade
tconstruct:sword_blade:0, Chrome Sword Blade
tconstruct:sword_blade:0, Manganese Sword Blade
tconstruct:sword_blade:0, Molybdenum Sword Blade
tconstruct:sword_blade:0, Neodymium Sword Blade
tconstruct:sword_blade:0, Darmstadtium Sword Blade
tconstruct:sword_blade:0, Osmium Sword Blade
tconstruct:sword_blade:0, Palladium Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Tungsten Sword Blade
tconstruct:sword_blade:0, Uranium-235 Sword Blade
tconstruct:sword_blade:0, Brass Sword Blade
tconstruct:sword_blade:0, Magnalium Sword Blade
tconstruct:sword_blade:0, Stainless Steel Sword Blade
tconstruct:sword_blade:0, Ultimet Sword Blade
tconstruct:sword_blade:0, Wrought Iron Sword Blade
tconstruct:sword_blade:0, Osmiridium Sword Blade
tconstruct:sword_blade:0, Sterling Siver Sword Blade
tconstruct:sword_blade:0, Rose Gold Sword Blade
tconstruct:sword_blade:0, Black Bronze Sword Blade
tconstruct:sword_blade:0, Bismuth Bronze Sword Blade
tconstruct:sword_blade:0, Black Steel Sword Blade
tconstruct:sword_blade:0, Red Steel Sword Blade
tconstruct:sword_blade:0, Blue Steel Sword Blade
tconstruct:sword_blade:0, Damascus Steel Sword Blade
tconstruct:sword_blade:0, Tungstensteel Sword Blade
tconstruct:sword_blade:0, Cobalt Brass Sword Blade
tconstruct:sword_blade:0, Tungsten Carbide Sword Blade
tconstruct:sword_blade:0, Vanadiumsteel Sword Blade
tconstruct:sword_blade:0, HSS-G Sword Blade
tconstruct:sword_blade:0, HSS-E Sword Blade
tconstruct:sword_blade:0, HSS-S Sword Blade
tconstruct:sword_blade:0, Naquadah Sword Blade
tconstruct:sword_blade:0, Naquadah Alloy Sword Blade
tconstruct:sword_blade:0, Enriched Naquadah Sword Blade
tconstruct:sword_blade:0, Tritanium Sword Blade
tconstruct:sword_blade:0, Duranium Sword Blade
tconstruct:sword_blade:0, Neutronium Sword Blade
tconstruct:sword_blade:0, Blue Topaz Sword Blade
tconstruct:sword_blade:0, Diamond Sword Blade
tconstruct:sword_blade:0, Emerald Sword Blade
tconstruct:sword_blade:0, Green Sapphire Sword Blade
tconstruct:sword_blade:0, Olivine Sword Blade
tconstruct:sword_blade:0, Opal Sword Blade
tconstruct:sword_blade:0, Red Garnet Sword Blade
tconstruct:sword_blade:0, Yellow Garnet Sword Blade
tconstruct:sword_blade:0, Vinteum Sword Blade
tconstruct:sword_blade:0, Bloodwood Sword Blade
tconstruct:sword_blade:0, Fusewood Sword Blade
tconstruct:sword_blade:0, Ghostwood Sword Blade
tconstruct:sword_blade:0, Darkwood Sword Blade
tconstruct:sword_blade:0, Emerald Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Treated Wood Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:large_sword_blade:0, Ancient Metal Large Sword Blade
tconstruct:large_sword_blade:0, Tar Large Sword Blade
tconstruct:large_sword_blade:0, Boron Large Sword Blade
tconstruct:large_sword_blade:0, Tough Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Hard Carbon Large Sword Blade
tconstruct:large_sword_blade:0, Boron Nitride Large Sword Blade
tconstruct:large_sword_blade:0, Thorium Large Sword Blade
tconstruct:large_sword_blade:0, Uranium Large Sword Blade
tconstruct:large_sword_blade:0, Magnesium Large Sword Blade
tconstruct:large_sword_blade:0, Chocolate Large Sword Blade
tconstruct:large_sword_blade:0, Alumite Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Malachite Large Sword Blade
tconstruct:large_sword_blade:0, Amber Large Sword Blade
tconstruct:large_sword_blade:0, Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Tanzanite Large Sword Blade
tconstruct:large_sword_blade:0, Amethyst Large Sword Blade
tconstruct:large_sword_blade:0, Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Psigem Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Aluminium Large Sword Blade
tconstruct:large_sword_blade:0, Chrome Large Sword Blade
tconstruct:large_sword_blade:0, Manganese Large Sword Blade
tconstruct:large_sword_blade:0, Molybdenum Large Sword Blade
tconstruct:large_sword_blade:0, Neodymium Large Sword Blade
tconstruct:large_sword_blade:0, Darmstadtium Large Sword Blade
tconstruct:large_sword_blade:0, Osmium Large Sword Blade
tconstruct:large_sword_blade:0, Palladium Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Tungsten Large Sword Blade
tconstruct:large_sword_blade:0, Uranium-235 Large Sword Blade
tconstruct:large_sword_blade:0, Brass Large Sword Blade
tconstruct:large_sword_blade:0, Magnalium Large Sword Blade
tconstruct:large_sword_blade:0, Stainless Steel Large Sword Blade
tconstruct:large_sword_blade:0, Ultimet Large Sword Blade
tconstruct:large_sword_blade:0, Wrought Iron Large Sword Blade
tconstruct:large_sword_blade:0, Osmiridium Large Sword Blade
tconstruct:large_sword_blade:0, Sterling Siver Large Sword Blade
tconstruct:large_sword_blade:0, Rose Gold Large Sword Blade
tconstruct:large_sword_blade:0, Black Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Bismuth Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Black Steel Large Sword Blade
tconstruct:large_sword_blade:0, Red Steel Large Sword Blade
tconstruct:large_sword_blade:0, Blue Steel Large Sword Blade
tconstruct:large_sword_blade:0, Damascus Steel Large Sword Blade
tconstruct:large_sword_blade:0, Tungstensteel Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Brass Large Sword Blade
tconstruct:large_sword_blade:0, Tungsten Carbide Large Sword Blade
tconstruct:large_sword_blade:0, Vanadiumsteel Large Sword Blade
tconstruct:large_sword_blade:0, HSS-G Large Sword Blade
tconstruct:large_sword_blade:0, HSS-E Large Sword Blade
tconstruct:large_sword_blade:0, HSS-S Large Sword Blade
tconstruct:large_sword_blade:0, Naquadah Large Sword Blade
tconstruct:large_sword_blade:0, Naquadah Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Enriched Naquadah Large Sword Blade
tconstruct:large_sword_blade:0, Tritanium Large Sword Blade
tconstruct:large_sword_blade:0, Duranium Large Sword Blade
tconstruct:large_sword_blade:0, Neutronium Large Sword Blade
tconstruct:large_sword_blade:0, Blue Topaz Large Sword Blade
tconstruct:large_sword_blade:0, Diamond Large Sword Blade
tconstruct:large_sword_blade:0, Emerald Large Sword Blade
tconstruct:large_sword_blade:0, Green Sapphire Large Sword Blade
